product_id,inventory_date,month,year,quarter,day_of_week,store_id,category,region,units_sold,inventory_level,units_ordered,stock_after_sales,order_fulfillment_gap,is_stockout,inventory_health,supplier_name,supplier_lead_time,defect_rate,defect_risk_level,shipping_cost,transport_mode,production_volume,manufacturing_cost,is_defective,stock_health
P0002,2022-01-05,1,2022,1,4,S002,Electronics,North,101,182,81,81,-20,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-05,1,2022,1,4,S002,Electronics,North,263,274,91,11,-172,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-05,1,2022,1,4,S002,Furniture,North,32,148,142,116,110,0,Low,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-05,1,2022,1,4,S002,Clothing,West,209,241,36,32,-173,0,Medium,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-05,1,2022,1,4,S002,Groceries,West,24,131,176,107,152,0,Low,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-05,1,2022,1,4,S002,Groceries,South,20,80,176,60,156,0,Low,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-05,1,2022,1,4,S002,Clothing,East,148,483,111,335,-37,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-05,1,2022,1,4,S002,Toys,West,100,228,183,128,83,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-05,1,2022,1,4,S002,Toys,East,129,202,55,73,-74,0,Medium,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-05,1,2022,1,4,S002,Furniture,East,257,440,41,183,-216,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-05,1,2022,1,4,S002,Groceries,West,262,264,29,2,-233,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-05,1,2022,1,4,S002,Toys,East,200,296,20,96,-180,0,Medium,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-05,1,2022,1,4,S002,Groceries,West,56,201,187,145,131,0,Medium,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-05,1,2022,1,4,S002,Clothing,South,24,70,28,46,4,0,Low,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-05,1,2022,1,4,S002,Furniture,West,105,176,174,71,69,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-05,1,2022,1,4,S002,Groceries,East,294,399,100,105,-194,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-05,1,2022,1,4,S002,Groceries,East,142,294,63,152,-79,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-05,1,2022,1,4,S002,Electronics,South,55,222,27,167,-28,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-05,1,2022,1,4,S002,Electronics,South,24,123,110,99,86,0,Low,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-05,1,2022,1,4,S003,Electronics,West,53,388,55,335,2,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-05,1,2022,1,4,S003,Groceries,South,189,191,177,2,-12,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-05,1,2022,1,4,S003,Furniture,East,146,370,68,224,-78,0,High,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-05,1,2022,1,4,S003,Furniture,East,186,463,77,277,-109,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-05,1,2022,1,4,S003,Toys,West,77,140,149,63,72,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-05,1,2022,1,4,S003,Furniture,East,225,314,135,89,-90,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-05,1,2022,1,4,S003,Clothing,East,66,79,69,13,3,0,Low,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-05,1,2022,1,4,S003,Electronics,South,35,411,83,376,48,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-05,1,2022,1,4,S003,Electronics,West,1,117,64,116,63,0,Low,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-05,1,2022,1,4,S003,Clothing,West,95,109,73,14,-22,0,Low,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-05,1,2022,1,4,S003,Electronics,East,255,438,85,183,-170,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-05,1,2022,1,4,S003,Toys,East,132,480,174,348,42,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-05,1,2022,1,4,S003,Furniture,East,234,284,168,50,-66,0,Medium,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-05,1,2022,1,4,S003,Furniture,South,42,444,86,402,44,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-05,1,2022,1,4,S003,Furniture,South,25,278,81,253,56,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-05,1,2022,1,4,S003,Toys,North,30,202,195,172,165,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-05,1,2022,1,4,S003,Toys,East,28,192,175,164,147,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-05,1,2022,1,4,S003,Groceries,South,38,168,74,130,36,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-05,1,2022,1,4,S003,Toys,West,149,308,35,159,-114,0,High,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-05,1,2022,1,4,S003,Groceries,North,192,286,70,94,-122,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-05,1,2022,1,4,S004,Toys,North,198,201,103,3,-95,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-05,1,2022,1,4,S004,Electronics,North,83,135,49,52,-34,0,Low,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-05,1,2022,1,4,S004,Furniture,North,97,258,172,161,75,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-05,1,2022,1,4,S004,Toys,North,173,357,97,184,-76,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-05,1,2022,1,4,S004,Electronics,East,69,387,199,318,130,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-05,1,2022,1,4,S004,Furniture,East,256,378,169,122,-87,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-05,1,2022,1,4,S004,Electronics,North,246,249,124,3,-122,0,Medium,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-05,1,2022,1,4,S004,Clothing,South,332,448,184,116,-148,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-05,1,2022,1,4,S004,Toys,North,325,348,97,23,-228,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-05,1,2022,1,4,S004,Groceries,East,53,412,75,359,22,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-05,1,2022,1,4,S004,Groceries,West,17,344,30,327,13,0,High,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-05,1,2022,1,4,S004,Toys,West,223,475,172,252,-51,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-05,1,2022,1,4,S004,Electronics,West,95,400,86,305,-9,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-05,1,2022,1,4,S004,Toys,North,225,424,37,199,-188,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-05,1,2022,1,4,S004,Groceries,East,216,441,118,225,-98,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-05,1,2022,1,4,S004,Electronics,North,324,421,27,97,-297,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-05,1,2022,1,4,S004,Toys,South,75,278,56,203,-19,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-05,1,2022,1,4,S004,Electronics,West,158,319,176,161,18,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-05,1,2022,1,4,S004,Electronics,West,55,353,35,298,-20,0,High,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-05,1,2022,1,4,S004,Toys,South,131,149,42,18,-89,0,Low,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-05,1,2022,1,4,S005,Toys,South,74,371,115,297,41,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-05,1,2022,1,4,S005,Toys,West,59,98,94,39,35,0,Low,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-05,1,2022,1,4,S005,Electronics,South,150,318,171,168,21,0,High,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-05,1,2022,1,4,S005,Groceries,North,135,200,192,65,57,0,Medium,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-05,1,2022,1,4,S005,Toys,West,79,299,117,220,38,0,Medium,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-05,1,2022,1,4,S005,Groceries,South,62,392,125,330,63,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-05,1,2022,1,4,S005,Clothing,East,130,399,77,269,-53,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-05,1,2022,1,4,S005,Toys,North,74,192,116,118,42,0,Medium,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-05,1,2022,1,4,S005,Clothing,West,16,149,23,133,7,0,Low,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-05,1,2022,1,4,S005,Furniture,North,342,406,195,64,-147,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-05,1,2022,1,4,S005,Electronics,South,48,91,155,43,107,0,Low,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-05,1,2022,1,4,S005,Clothing,East,224,228,147,4,-77,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-05,1,2022,1,4,S005,Electronics,South,64,68,54,4,-10,0,Low,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-05,1,2022,1,4,S005,Toys,North,322,358,36,36,-286,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-05,1,2022,1,4,S005,Toys,South,264,361,75,97,-189,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-05,1,2022,1,4,S005,Electronics,West,343,371,98,28,-245,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-05,1,2022,1,4,S005,Groceries,East,15,231,107,216,92,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-05,1,2022,1,4,S005,Toys,East,90,269,109,179,19,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-05,1,2022,1,4,S005,Clothing,South,143,444,196,301,53,0,High,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-05,1,2022,1,4,S005,Groceries,South,36,243,107,207,71,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-06,1,2022,1,5,S001,Electronics,East,37,198,155,161,118,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-06,1,2022,1,5,S001,Furniture,East,230,262,114,32,-116,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-06,1,2022,1,5,S001,Toys,West,58,91,187,33,129,0,Low,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-06,1,2022,1,5,S001,Furniture,West,305,466,123,161,-182,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-06,1,2022,1,5,S001,Groceries,East,120,129,195,9,75,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-06,1,2022,1,5,S001,Toys,West,2,57,110,55,108,0,Low,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-06,1,2022,1,5,S001,Electronics,South,35,76,49,41,14,0,Low,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-06,1,2022,1,5,S001,Clothing,West,171,445,84,274,-87,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-06,1,2022,1,5,S001,Furniture,East,195,277,134,82,-61,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-06,1,2022,1,5,S001,Clothing,East,97,204,143,107,46,0,Medium,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-06,1,2022,1,5,S001,Toys,East,177,200,49,23,-128,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-06,1,2022,1,5,S001,Groceries,North,1,59,88,58,87,0,Low,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-06,1,2022,1,5,S001,Furniture,West,181,185,189,4,8,0,Medium,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-06,1,2022,1,5,S001,Furniture,South,100,201,86,101,-14,0,Medium,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-06,1,2022,1,5,S001,Furniture,South,1,388,37,387,36,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-06,1,2022,1,5,S001,Clothing,East,429,481,164,52,-265,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-06,1,2022,1,5,S001,Electronics,West,26,379,23,353,-3,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-06,1,2022,1,5,S001,Electronics,East,176,423,90,247,-86,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-06,1,2022,1,5,S001,Furniture,South,15,66,126,51,111,0,Low,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-06,1,2022,1,5,S001,Clothing,North,2,98,60,96,58,0,Low,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-06,1,2022,1,5,S002,Furniture,West,81,131,82,50,1,0,Low,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-06,1,2022,1,5,S002,Toys,North,23,117,47,94,24,0,Low,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-06,1,2022,1,5,S002,Clothing,East,65,71,197,6,132,0,Low,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-06,1,2022,1,5,S002,Groceries,East,62,72,118,10,56,0,Low,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-06,1,2022,1,5,S002,Clothing,South,76,106,64,30,-12,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-06,1,2022,1,5,S002,Toys,West,136,377,89,241,-47,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-06,1,2022,1,5,S002,Furniture,North,255,469,80,214,-175,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-06,1,2022,1,5,S002,Groceries,South,244,392,123,148,-121,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-06,1,2022,1,5,S002,Toys,East,173,415,91,242,-82,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-06,1,2022,1,5,S002,Toys,East,330,350,165,20,-165,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-06,1,2022,1,5,S002,Clothing,South,95,104,155,9,60,0,Low,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-06,1,2022,1,5,S002,Groceries,South,144,223,198,79,54,0,Medium,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-06,1,2022,1,5,S002,Groceries,East,350,467,191,117,-159,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-06,1,2022,1,5,S002,Groceries,North,240,372,26,132,-214,0,High,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-06,1,2022,1,5,S002,Furniture,East,210,224,185,14,-25,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-06,1,2022,1,5,S002,Furniture,West,59,270,39,211,-20,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-06,1,2022,1,5,S002,Groceries,South,57,207,43,150,-14,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-06,1,2022,1,5,S002,Clothing,North,57,120,198,63,141,0,Low,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-06,1,2022,1,5,S002,Electronics,North,283,300,139,17,-144,0,High,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-06,1,2022,1,5,S002,Clothing,West,203,246,47,43,-156,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-06,1,2022,1,5,S003,Furniture,West,170,223,89,53,-81,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-06,1,2022,1,5,S003,Electronics,East,30,110,21,80,-9,0,Low,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-06,1,2022,1,5,S003,Furniture,South,180,210,82,30,-98,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-06,1,2022,1,5,S003,Toys,North,211,400,135,189,-76,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-06,1,2022,1,5,S003,Toys,East,243,457,182,214,-61,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-06,1,2022,1,5,S003,Clothing,South,7,285,56,278,49,0,Medium,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-06,1,2022,1,5,S003,Furniture,South,9,108,67,99,58,0,Low,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-06,1,2022,1,5,S003,Furniture,South,231,463,175,232,-56,0,High,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-06,1,2022,1,5,S003,Electronics,West,11,60,89,49,78,0,Low,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-06,1,2022,1,5,S003,Clothing,North,18,148,91,130,73,0,Low,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-06,1,2022,1,5,S003,Clothing,East,144,266,183,122,39,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-06,1,2022,1,5,S003,Furniture,West,26,111,32,85,6,0,Low,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-06,1,2022,1,5,S003,Toys,South,61,479,82,418,21,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-06,1,2022,1,5,S003,Furniture,South,80,268,62,188,-18,0,Medium,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-06,1,2022,1,5,S003,Furniture,North,476,490,53,14,-423,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-06,1,2022,1,5,S003,Groceries,North,316,385,183,69,-133,0,High,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-06,1,2022,1,5,S003,Toys,South,162,409,200,247,38,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-06,1,2022,1,5,S003,Furniture,North,51,221,61,170,10,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-06,1,2022,1,5,S003,Furniture,North,37,67,84,30,47,0,Low,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-06,1,2022,1,5,S003,Electronics,West,63,283,138,220,75,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-06,1,2022,1,5,S004,Groceries,South,101,185,69,84,-32,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-06,1,2022,1,5,S004,Toys,East,105,162,71,57,-34,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-06,1,2022,1,5,S004,Furniture,South,134,405,119,271,-15,0,High,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-06,1,2022,1,5,S004,Electronics,North,50,50,180,0,130,0,Low,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-06,1,2022,1,5,S004,Furniture,East,220,384,25,164,-195,0,High,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-06,1,2022,1,5,S004,Clothing,North,260,488,190,228,-70,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-06,1,2022,1,5,S004,Groceries,North,80,129,164,49,84,0,Low,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-06,1,2022,1,5,S004,Clothing,South,167,226,115,59,-52,0,Medium,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-06,1,2022,1,5,S004,Furniture,North,166,207,104,41,-62,0,Medium,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-06,1,2022,1,5,S004,Clothing,North,49,490,142,441,93,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-06,1,2022,1,5,S004,Electronics,West,26,293,88,267,62,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-06,1,2022,1,5,S004,Clothing,North,73,483,199,410,126,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-06,1,2022,1,5,S004,Toys,West,257,389,81,132,-176,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-06,1,2022,1,5,S004,Groceries,East,50,126,136,76,86,0,Low,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-06,1,2022,1,5,S004,Furniture,West,49,304,102,255,53,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-06,1,2022,1,5,S004,Electronics,West,24,69,190,45,166,0,Low,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-06,1,2022,1,5,S004,Electronics,South,192,220,122,28,-70,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-06,1,2022,1,5,S004,Electronics,South,47,427,167,380,120,0,High,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-06,1,2022,1,5,S004,Furniture,South,325,411,145,86,-180,0,High,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-06,1,2022,1,5,S004,Furniture,West,150,261,118,111,-32,0,Medium,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-06,1,2022,1,5,S005,Clothing,West,195,333,37,138,-158,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-06,1,2022,1,5,S005,Furniture,South,35,387,23,352,-12,0,High,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-06,1,2022,1,5,S005,Clothing,West,96,186,139,90,43,0,Medium,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-06,1,2022,1,5,S005,Electronics,East,219,313,44,94,-175,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-06,1,2022,1,5,S005,Toys,East,14,121,87,107,73,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-06,1,2022,1,5,S005,Toys,South,14,475,50,461,36,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-06,1,2022,1,5,S005,Groceries,West,39,87,187,48,148,0,Low,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-06,1,2022,1,5,S005,Toys,West,162,279,79,117,-83,0,Medium,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-06,1,2022,1,5,S005,Toys,South,70,87,44,17,-26,0,Low,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-06,1,2022,1,5,S005,Toys,South,64,94,176,30,112,0,Low,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-06,1,2022,1,5,S005,Clothing,South,83,248,20,165,-63,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-06,1,2022,1,5,S005,Groceries,South,171,385,24,214,-147,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-06,1,2022,1,5,S005,Furniture,South,101,395,146,294,45,0,High,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-06,1,2022,1,5,S005,Furniture,West,128,134,165,6,37,0,Low,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-06,1,2022,1,5,S005,Electronics,East,7,185,89,178,82,0,Medium,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-06,1,2022,1,5,S005,Clothing,South,15,223,186,208,171,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-06,1,2022,1,5,S005,Furniture,East,250,495,161,245,-89,0,High,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-06,1,2022,1,5,S005,Furniture,East,192,200,71,8,-121,0,Medium,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-06,1,2022,1,5,S005,Toys,North,149,244,129,95,-20,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-06,1,2022,1,5,S005,Furniture,West,7,74,82,67,75,0,Low,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-07,1,2022,1,6,S001,Furniture,North,107,195,106,88,-1,0,Medium,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-07,1,2022,1,6,S001,Clothing,North,115,255,66,140,-49,0,Medium,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-07,1,2022,1,6,S001,Electronics,North,32,487,157,455,125,0,High,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-07,1,2022,1,6,S001,Furniture,West,307,339,183,32,-124,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-07,1,2022,1,6,S001,Clothing,West,92,120,170,28,78,0,Low,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-07,1,2022,1,6,S001,Furniture,South,23,399,36,376,13,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-07,1,2022,1,6,S001,Clothing,North,429,461,25,32,-404,0,High,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-07,1,2022,1,6,S001,Clothing,East,64,193,191,129,127,0,Medium,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-07,1,2022,1,6,S001,Electronics,West,242,402,126,160,-116,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-07,1,2022,1,6,S001,Groceries,East,20,438,139,418,119,0,High,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-07,1,2022,1,6,S001,Clothing,North,102,275,117,173,15,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-07,1,2022,1,6,S001,Groceries,South,118,446,109,328,-9,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-07,1,2022,1,6,S001,Toys,North,71,137,122,66,51,0,Low,null,null,null,null,null,null,null,null,null,null
P0014,2022-01-07,1,2022,1,6,S001,Electronics,East,115,189,86,74,-29,0,Medium,null,null,null,null,null,null,null,null,null,null
P0015,2022-01-07,1,2022,1,6,S001,Electronics,East,128,311,165,183,37,0,High,null,null,null,null,null,null,null,null,null,null
P0016,2022-01-07,1,2022,1,6,S001,Clothing,East,161,178,36,17,-125,0,Medium,null,null,null,null,null,null,null,null,null,null
P0017,2022-01-07,1,2022,1,6,S001,Furniture,South,66,299,185,233,119,0,Medium,null,null,null,null,null,null,null,null,null,null
P0018,2022-01-07,1,2022,1,6,S001,Toys,South,87,109,188,22,101,0,Low,null,null,null,null,null,null,null,null,null,null
P0019,2022-01-07,1,2022,1,6,S001,Toys,South,46,159,29,113,-17,0,Medium,null,null,null,null,null,null,null,null,null,null
P0020,2022-01-07,1,2022,1,6,S001,Electronics,West,124,402,167,278,43,0,High,null,null,null,null,null,null,null,null,null,null
P0001,2022-01-07,1,2022,1,6,S002,Toys,West,150,394,68,244,-82,0,High,null,null,null,null,null,null,null,null,null,null
P0002,2022-01-07,1,2022,1,6,S002,Furniture,East,67,461,188,394,121,0,High,null,null,null,null,null,null,null,null,null,null
P0003,2022-01-07,1,2022,1,6,S002,Electronics,West,72,85,59,13,-13,0,Low,null,null,null,null,null,null,null,null,null,null
P0004,2022-01-07,1,2022,1,6,S002,Groceries,East,114,301,124,187,10,0,High,null,null,null,null,null,null,null,null,null,null
P0005,2022-01-07,1,2022,1,6,S002,Furniture,South,119,183,49,64,-70,0,Medium,null,null,null,null,null,null,null,null,null,null
P0006,2022-01-07,1,2022,1,6,S002,Toys,North,68,429,41,361,-27,0,High,null,null,null,null,null,null,null,null,null,null
P0007,2022-01-07,1,2022,1,6,S002,Electronics,South,211,263,178,52,-33,0,Medium,null,null,null,null,null,null,null,null,null,null
P0008,2022-01-07,1,2022,1,6,S002,Toys,North,46,74,129,28,83,0,Low,null,null,null,null,null,null,null,null,null,null
P0009,2022-01-07,1,2022,1,6,S002,Groceries,South,117,332,101,215,-16,0,High,null,null,null,null,null,null,null,null,null,null
P0010,2022-01-07,1,2022,1,6,S002,Groceries,South,116,218,156,102,40,0,Medium,null,null,null,null,null,null,null,null,null,null
P0011,2022-01-07,1,2022,1,6,S002,Clothing,West,53,272,143,219,90,0,Medium,null,null,null,null,null,null,null,null,null,null
P0012,2022-01-07,1,2022,1,6,S002,Toys,West,137,365,176,228,39,0,High,null,null,null,null,null,null,null,null,null,null
P0013,2022-01-07,1,2022,1,6,S002,Furniture,West,143,176,124,33,-19,0,Medium,null,null,null,null,null,null,null,null,null,null
